sales_genre.genre,sales_genre.global_sales,sales_genre.critic_score
Shooter,1.57,55
Misc,1.57,64
Role-Playing,1.57,84
Racing,1.56,79
Fighting,1.56,84
Racing,1.56,83
Sports,1.56,38
Role-Playing,1.56,54
Simulation,1.55,58
Action,1.55,73
Racing,1.55,71
Shooter,1.55,86
Action,1.55,79
Action,1.55,74
Misc,1.55,89
Shooter,1.55,79
Action,1.55,74
Shooter,1.54,88
Role-Playing,1.54,80
Strategy,1.54,88
Sports,1.54,69
Shooter,1.54,90
Sports,1.54,87
Shooter,1.53,80
Misc,1.53,64
Sports,1.53,82
Action,1.53,89
Sports,1.53,81
Shooter,1.53,74
Action,1.52,75
Sports,1.52,38
Platform,1.52,83
Fighting,1.52,88
Puzzle,1.52,87
Action,1.51,73
Simulation,1.51,76
Shooter,1.51,90
Action,1.51,68
Action,1.51,69
Sports,1.51,84
Role-Playing,1.51,85
Fighting,1.5,93
Shooter,1.5,80
Racing,1.5,76
Shooter,1.5,84
Sports,1.5,91
Action,1.5,63
Misc,1.49,91
Role-Playing,1.49,80
Shooter,1.49,81
Sports,1.49,67
Action,1.49,79
Action,1.49,75
Action,1.49,85
Shooter,1.48,57
Racing,1.48,60
Shooter,1.48,83
Adventure,1.48,68
Action,1.48,65
Sports,1.48,82
Fighting,1.48,85
Action,1.48,75
Action,1.48,93
Action,1.47,33
Shooter,1.47,79
Fighting,1.47,86
Role-Playing,1.46,84
Puzzle,1.46,81
Misc,1.46,76
Puzzle,1.46,87
Fighting,1.46,85
Sports,1.46,76
Platform,1.46,54
Shooter,1.46,83
Shooter,1.45,70
Action,1.45,85
Shooter,1.45,73
Action,1.45,71
Role-Playing,1.45,94
Strategy,1.45,59
Sports,1.45,85
Misc,1.44,73
Action,1.44,74
Misc,1.44,71
Sports,1.44,88
Sports,1.44,91
Action,1.43,61
Action,1.43,77
Fighting,1.43,71
Racing,1.43,52
Misc,1.43,65
Platform,1.43,84
Strategy,1.43,83
Puzzle,1.43,63
Racing,1.42,64
Shooter,1.42,94
Role-Playing,1.42,93
Sports,1.42,59
Simulation,1.42,64
Action,1.42,89
Sports,1.42,80
Shooter,1.42,89
Sports,1.42,81
Action,1.42,80
Misc,1.42,76
Role-Playing,1.41,77
Fighting,1.41,85
Action,1.41,55
Misc,1.41,79
Role-Playing,1.41,87
Racing,1.41,91
Racing,1.41,87
Fighting,1.4,87
Action,1.4,79
Action,1.4,83
Action,1.4,89
Action,1.4,72
Racing,1.4,88
Platform,1.4,79
Racing,1.4,86
Racing,1.4,86
Sports,1.39,88
Action,1.39,69
Fighting,1.38,81
Action,1.38,85
Platform,1.38,64
Action,1.38,77
Action,1.38,60
Fighting,1.38,86
Adventure,1.38,86
Platform,1.38,77
Sports,1.38,81
Action,1.38,60
Action,1.37,77
Shooter,1.37,89
Role-Playing,1.37,81
Shooter,1.37,80
Shooter,1.37,89
Role-Playing,1.37,86
Simulation,1.37,65
Action,1.36,80
Racing,1.36,78
Shooter,1.36,80
Action,1.36,68
Platform,1.36,75
Shooter,1.36,83
Misc,1.36,64
Shooter,1.36,73
Action,1.35,76
Misc,1.35,63
Puzzle,1.35,60
Racing,1.35,88
Action,1.35,87
Racing,1.35,82
Action,1.35,73
Shooter,1.35,81
Shooter,1.35,84
Sports,1.35,79
Sports,1.35,84
Sports,1.35,82
Racing,1.34,73
Action,1.34,84
Shooter,1.34,81
Action,1.34,79
Action,1.34,84
Role-Playing,1.34,92
Fighting,1.34,84
Shooter,1.34,88
Shooter,1.34,74
Racing,1.34,84
Role-Playing,1.34,71
Platform,1.34,80
Racing,1.34,74
Shooter,1.34,79
Shooter,1.34,73
Shooter,1.34,84
Sports,1.34,90
Action,1.33,83
Shooter,1.33,92
Racing,1.33,57
Fighting,1.33,74
Platform,1.32,83
Action,1.32,93
Fighting,1.32,84
Role-Playing,1.32,91
Sports,1.32,93
Action,1.32,70
Sports,1.32,73
Racing,1.32,74
Shooter,1.31,81
Action,1.31,79
Platform,1.31,69
Role-Playing,1.31,91
Shooter,1.31,61
Action,1.31,78
Racing,1.31,94
Misc,1.3,89
Sports,1.3,63
Platform,1.3,78
Action,1.3,80
Misc,1.3,78
Fighting,1.3,80
Action,1.3,78
Role-Playing,1.29,68
Action,1.29,75
Action,1.29,85
Platform,1.29,49
Misc,1.29,67
Misc,1.29,56
Shooter,1.29,75
Action,1.29,74
Role-Playing,1.29,84
Platform,1.29,79
Action,1.29,72
Sports,1.29,66
Role-Playing,1.28,77
Role-Playing,1.28,85
Action,1.28,73
Action,1.28,76
Racing,1.28,67
Action,1.28,89
Platform,1.27,93
Misc,1.27,73
Action,1.27,69
Simulation,1.27,76
Role-Playing,1.27,91
Action,1.27,83
Role-Playing,1.27,59
Action,1.27,77
Sports,1.27,84
Sports,1.27,85
Action,1.27,75
Adventure,1.27,65
Role-Playing,1.27,75
Sports,1.27,30
Role-Playing,1.27,86
Fighting,1.27,71
Platform,1.27,57
Fighting,1.27,69
Action,1.27,78
Role-Playing,1.27,85
Racing,1.27,80
Sports,1.26,79
Sports,1.26,68
Sports,1.26,85
Simulation,1.26,59
Action,1.26,75
Strategy,1.25,65
Sports,1.25,86
Action,1.25,76
Action,1.25,68
Shooter,1.25,63
Racing,1.25,83
Role-Playing,1.25,64
Shooter,1.25,79
Shooter,1.25,86
Platform,1.25,88
Role-Playing,1.25,69
Strategy,1.25,74
Action,1.25,52
Action,1.25,87
Shooter,1.24,81
Sports,1.24,52
Role-Playing,1.24,87
Platform,1.24,85
Action,1.24,78
Fighting,1.24,78
Action,1.24,76
Action,1.24,61
Action,1.24,79
Sports,1.23,76
Platform,1.23,32
Sports,1.23,83
Action,1.23,91
Platform,1.23,70
Racing,1.23,57
Action,1.23,63
Action,1.23,80
Action,1.23,76
Platform,1.23,80
Misc,1.23,70
Racing,1.23,75
Action,1.23,63
Sports,1.23,82
Role-Playing,1.22,78
Racing,1.22,63
Sports,1.22,80
Role-Playing,1.22,86
Shooter,1.22,89
Sports,1.22,89
Racing,1.22,84
Racing,1.21,71
Misc,1.21,70
Shooter,1.21,73
Simulation,1.21,85
Shooter,1.21,69
Fighting,1.21,85
Platform,1.21,86
Sports,1.21,73
Action,1.21,86
Racing,1.21,83
Fighting,1.21,76
Shooter,1.21,75
Shooter,1.21,71
Action,1.21,87
Puzzle,1.21,85
Action,1.2,59
Simulation,1.2,73
Racing,1.2,78
Racing,1.2,82
Strategy,1.2,90
Action,1.2,65
Racing,1.2,70
Sports,1.2,92
Sports,1.2,68
Racing,1.19,55
Action,1.19,81
Puzzle,1.19,81
Platform,1.19,71
Sports,1.19,83
Shooter,1.19,89
Action,1.19,75
Action,1.19,84
Fighting,1.19,68
Action,1.19,76
Puzzle,1.19,76
Action,1.18,87
Action,1.18,59
Fighting,1.18,78
Adventure,1.18,88
Misc,1.18,77
Sports,1.18,95
Action,1.18,64
Shooter,1.17,77
Platform,1.17,70
Action,1.17,52
Action,1.17,76
Adventure,1.17,62
Fighting,1.17,72
Sports,1.17,57
Action,1.17,96
Role-Playing,1.17,84
Fighting,1.17,81
Shooter,1.17,65
Shooter,1.17,74
Strategy,1.17,84
Puzzle,1.17,81
Action,1.16,76
Racing,1.16,85
Shooter,1.16,70
Fighting,1.16,83
Platform,1.16,79
Platform,1.16,43
Racing,1.16,85
Sports,1.16,77
Sports,1.16,88
Role-Playing,1.16,88
Shooter,1.16,45
Platform,1.15,78
Simulation,1.15,83
Action,1.15,73
Shooter,1.15,69
Shooter,1.15,43
Sports,1.15,86
Action,1.15,53
Sports,1.15,83
Misc,1.15,76
Shooter,1.15,92
Platform,1.15,68
Sports,1.15,62
Action,1.14,51
Action,1.14,79
Action,1.14,91
Role-Playing,1.14,81
Action,1.14,88
Sports,1.14,74
Action,1.14,56
Action,1.14,65
Simulation,1.14,76
Action,1.14,84
Sports,1.14,81
Shooter,1.14,81
Simulation,1.14,73
Fighting,1.14,79
Simulation,1.13,87
Sports,1.13,80
Racing,1.13,50
Action,1.13,83
Action,1.13,67
Shooter,1.13,84
Platform,1.13,79
Misc,1.13,85
Shooter,1.13,79
Role-Playing,1.13,73
Misc,1.13,82
Action,1.12,73
Racing,1.12,57
Platform,1.12,78
Racing,1.12,82
Shooter,1.12,82
Misc,1.12,80
Shooter,1.12,78
Misc,1.12,77
Misc,1.12,71
Sports,1.12,86
Action,1.12,79
Role-Playing,1.12,93
Action,1.12,83
Shooter,1.12,70
Misc,1.12,88
Action,1.11,79
Shooter,1.11,74
Misc,1.11,69
Fighting,1.11,84
Misc,1.11,82
Action,1.11,94
Strategy,1.11,87
Sports,1.11,75
Fighting,1.11,69
Action,1.1,85
Strategy,1.1,81
Sports,1.1,74
Misc,1.1,76
Role-Playing,1.1,86
Platform,1.1,80
Racing,1.1,61
Racing,1.1,87
Shooter,1.1,73
Role-Playing,1.1,80
Sports,1.09,77
Adventure,1.09,77
Misc,1.09,86
Role-Playing,1.09,75
Shooter,1.09,66
Sports,1.09,97
Role-Playing,1.09,68
Racing,1.09,83
Sports,1.09,92
Platform,1.09,54
Action,1.09,75
Racing,1.09,47
Shooter,1.09,65
Fighting,1.09,74
Action,1.09,66
Action,1.09,76
Sports,1.09,84
Racing,1.08,88
Misc,1.08,73
Strategy,1.08,90
Fighting,1.08,85
Action,1.08,75
Shooter,1.08,58
Racing,1.08,91
Action,1.08,70
Fighting,1.08,40
Shooter,1.08,67
Shooter,1.08,69
Action,1.07,59
Action,1.07,47
Shooter,1.07,82
Sports,1.07,73
Action,1.07,85
Action,1.07,76
Sports,1.07,76
Fighting,1.07,86
Sports,1.07,88
Adventure,1.07,60
Sports,1.07,70
Fighting,1.07,75
Role-Playing,1.07,66
Fighting,1.06,75
Racing,1.06,81
Action,1.06,90
Simulation,1.06,65
Shooter,1.06,89
Misc,1.06,84
Action,1.06,80
Sports,1.06,89
Action,1.06,71
Shooter,1.06,91
Shooter,1.06,64
Action,1.06,77
Role-Playing,1.06,87
Adventure,1.06,72
Action,1.06,65
Racing,1.06,63
Action,1.06,83
Shooter,1.06,72
Simulation,1.06,84
Racing,1.06,87
Sports,1.05,71
Racing,1.05,83
Shooter,1.05,75
Action,1.05,75
Shooter,1.05,81
Platform,1.05,44
Sports,1.05,89
Action,1.05,82
Racing,1.05,61
Sports,1.05,82
Sports,1.05,70
Racing,1.05,92
Sports,1.05,80
Simulation,1.05,83
Sports,1.04,81
Action,1.04,91
Fighting,1.04,80
Action,1.04,83
Racing,1.04,42
Fighting,1.04,74
Simulation,1.04,73
Shooter,1.04,65
Racing,1.04,86
Platform,1.04,46
Racing,1.04,83
Action,1.03,71
Racing,1.03,81
Shooter,1.03,68
Racing,1.03,79
Racing,1.03,88
Action,1.03,86
Action,1.03,73
Shooter,1.03,84
Platform,1.03,75
Action,1.03,67
Sports,1.03,82
Action,1.03,86
Action,1.03,77
Action,1.03,86
Fighting,1.03,93
Adventure,1.03,78
Racing,1.02,79
Sports,1.02,65
Sports,1.02,72
Fighting,1.02,72
Platform,1.02,70
Sports,1.02,90
Shooter,1.02,86
Platform,1.02,54
Action,1.02,61
Misc,1.02,48
Action,1.02,71
Shooter,1.02,84
Platform,1.02,83
Sports,1.02,83
Platform,1.02,66
Misc,1.02,92
Action,1.02,70
Role-Playing,1.02,80
Platform,1.01,51
Fighting,1.01,74
Simulation,1.01,80
Action,1.01,64
Action,1.01,81
Action,1.01,72
Platform,1.01,90
Action,1.01,81
Simulation,1.01,86
Action,1.01,77
Fighting,1.01,76
Racing,1.0,51
Shooter,1.0,67
Action,1.0,86
Fighting,1.0,92
Sports,1.0,73
Action,1.0,72
Platform,1.0,87
Sports,0.99,79
Misc,0.99,79
Sports,0.99,82
Action,0.99,85
Platform,0.99,83
Shooter,0.99,55
Platform,0.99,88
Action,0.99,66
Racing,0.99,87
Misc,0.99,70
Platform,0.99,51
Simulation,0.99,70
Adventure,0.99,78
Simulation,0.99,75
Role-Playing,0.99,89
Racing,0.99,58
Puzzle,0.99,71
Racing,0.98,79
Sports,0.98,80
Sports,0.98,75
Role-Playing,0.98,77
Role-Playing,0.98,91
Misc,0.98,54
Strategy,0.98,44
Fighting,0.98,59
Action,0.98,78
Role-Playing,0.98,86
Action,0.98,82
Sports,0.97,82
Sports,0.97,87
Action,0.97,93
Sports,0.97,81
Strategy,0.97,88
Action,0.97,82
Action,0.97,75
Simulation,0.97,66
Sports,0.97,85
Action,0.97,75
Sports,0.97,81
Role-Playing,0.97,89
Racing,0.97,54
Misc,0.97,79
Action,0.97,78
Action,0.97,77
Action,0.97,84
Shooter,0.97,86
Role-Playing,0.96,87
Shooter,0.96,88
Shooter,0.96,76
Action,0.96,76
Sports,0.96,85
Simulation,0.96,65
Misc,0.96,77
Platform,0.96,82
Platform,0.96,71
Fighting,0.96,81
Action,0.96,88
Shooter,0.96,70
Sports,0.95,85
Adventure,0.95,52
Sports,0.95,69
Simulation,0.95,71
Misc,0.95,60
Sports,0.95,63
Action,0.95,87
Platform,0.95,60
Platform,0.95,71
Action,0.95,74
Action,0.95,78
Action,0.95,78
Shooter,0.95,79
Strategy,0.95,75
Racing,0.95,79
Shooter,0.95,73
Shooter,0.95,68
Action,0.95,73
Shooter,0.94,70
Platform,0.94,73
Shooter,0.94,81
Action,0.94,79
Action,0.94,84
Action,0.94,77
Sports,0.94,86
Role-Playing,0.94,64
Fighting,0.94,78
Sports,0.94,83
Action,0.94,83
Sports,0.94,47
Action,0.94,87
Action,0.94,92
Sports,0.94,83
Sports,0.93,79
Fighting,0.93,77
Sports,0.93,79
Simulation,0.93,70
Sports,0.93,90
Role-Playing,0.93,85
Role-Playing,0.93,64
Misc,0.93,70
Action,0.93,81
Misc,0.93,85
Action,0.93,71
Action,0.93,90
Sports,0.93,83
Racing,0.93,71
Simulation,0.93,61
Role-Playing,0.93,66
Shooter,0.93,77
Action,0.93,73
Misc,0.93,39
Racing,0.93,66
Shooter,0.93,76
Action,0.93,80
Action,0.93,80
Shooter,0.93,89
Action,0.92,59
Adventure,0.92,71
Simulation,0.92,63
Sports,0.92,86
Action,0.92,61
Racing,0.92,65
Adventure,0.92,81
Sports,0.92,80
Role-Playing,0.92,85
Role-Playing,0.92,82
Sports,0.92,87
Action,0.92,48
Action,0.92,73
Misc,0.92,60
Fighting,0.92,79
Racing,0.92,59
Role-Playing,0.92,79
Action,0.91,74
Action,0.91,70
Sports,0.91,78
Sports,0.91,76
Strategy,0.91,77
Action,0.91,76
Racing,0.91,63
Role-Playing,0.91,92
Racing,0.91,90
Action,0.91,57
Sports,0.91,86
Misc,0.91,59
Sports,0.91,81
Racing,0.91,56
Misc,0.91,75
Shooter,0.91,76
Sports,0.9,80
Role-Playing,0.9,78
Fighting,0.9,77
Action,0.9,71
Sports,0.9,78
Role-Playing,0.9,73
Racing,0.9,90
Shooter,0.9,76
Action,0.9,88
Shooter,0.9,70
Action,0.9,70
Role-Playing,0.9,71
Sports,0.9,70
Racing,0.9,74
Sports,0.9,74
Platform,0.9,73
Platform,0.9,50
Shooter,0.9,71
Action,0.9,69
Action,0.9,61
Misc,0.9,86
Role-Playing,0.9,82
Sports,0.9,85
Sports,0.9,68
Platform,0.89,71
Sports,0.89,76
Sports,0.89,68
Platform,0.89,91
Shooter,0.89,67
Sports,0.89,83
Sports,0.89,77
Adventure,0.89,84
Strategy,0.89,85
Puzzle,0.89,76
Shooter,0.89,77
Action,0.89,62
Simulation,0.89,83
Sports,0.89,85
Racing,0.89,83
Shooter,0.89,81
Shooter,0.89,75
Sports,0.89,80
Sports,0.89,80
Action,0.89,70
Role-Playing,0.89,70
Action,0.89,79
Misc,0.88,68
Action,0.88,71
Shooter,0.88,86
Action,0.88,78
Racing,0.88,84
Shooter,0.88,78
Action,0.88,84
Fighting,0.88,78
Racing,0.88,51
Action,0.88,77
Action,0.88,82
Role-Playing,0.88,74
Action,0.88,61
Action,0.88,90
Misc,0.88,93
Fighting,0.88,75
Sports,0.88,86
Shooter,0.88,82
Simulation,0.87,88
Sports,0.87,76
Shooter,0.87,48
Racing,0.87,69
Shooter,0.87,81
Action,0.87,80
Role-Playing,0.87,80
Role-Playing,0.87,68
Role-Playing,0.87,69
Misc,0.87,63
Action,0.87,73
Sports,0.87,69
Racing,0.87,87
Racing,0.87,83
Shooter,0.87,85
Fighting,0.87,88
Shooter,0.87,65
Sports,0.87,65
Simulation,0.87,62
Shooter,0.87,76
Role-Playing,0.87,92
Action,0.87,55
Shooter,0.87,77
Shooter,0.87,72
Misc,0.87,73
Misc,0.86,58
Action,0.86,76
Misc,0.86,80
Simulation,0.86,76
Sports,0.86,81
Fighting,0.86,74
Racing,0.86,53
Misc,0.86,72
Puzzle,0.86,76
Action,0.86,72
Puzzle,0.85,71
Sports,0.85,83
Action,0.85,73
Sports,0.85,81
Sports,0.85,88
Role-Playing,0.85,81
Fighting,0.85,71
Fighting,0.85,82
Action,0.85,83
Action,0.85,65
Racing,0.85,86
Sports,0.85,72
Fighting,0.85,64
Platform,0.85,75
Sports,0.85,85
Shooter,0.85,78
Shooter,0.85,74
Action,0.84,84
Action,0.84,80
Action,0.84,61
Role-Playing,0.84,71
Action,0.84,78
Action,0.84,63
Role-Playing,0.84,84
Sports,0.84,83
Racing,0.84,68
Sports,0.84,84
Racing,0.84,62
Role-Playing,0.84,83
Sports,0.84,86
Sports,0.84,77
Action,0.84,51
Shooter,0.84,67
Adventure,0.84,89
Racing,0.84,86
Simulation,0.83,57
Sports,0.83,82
Action,0.83,75
Sports,0.83,78
Shooter,0.83,60
Shooter,0.83,49
Action,0.83,57
Sports,0.83,82
Shooter,0.83,77
Sports,0.83,78
Fighting,0.83,79
Platform,0.83,83
Sports,0.83,77
Racing,0.83,69
Fighting,0.83,84
Strategy,0.83,84
Role-Playing,0.83,75
Action,0.83,82
Shooter,0.82,70
Shooter,0.82,78
Sports,0.82,91
Role-Playing,0.82,81
Misc,0.82,86
Simulation,0.82,65
Sports,0.82,83
Racing,0.82,75
Puzzle,0.82,53
Sports,0.82,78
Shooter,0.82,77
Role-Playing,0.82,90
Action,0.82,74
Action,0.82,63
Fighting,0.81,75
Misc,0.81,86
Role-Playing,0.81,78
Racing,0.81,73
Action,0.81,86
Adventure,0.81,66
Role-Playing,0.81,81
Sports,0.81,60
Misc,0.81,86
Sports,0.81,78
Shooter,0.81,70
Sports,0.81,73
Sports,0.81,80
Misc,0.81,74
Simulation,0.81,75
Fighting,0.81,60
Misc,0.81,76
Action,0.8,75
Simulation,0.8,75
Shooter,0.8,80
Puzzle,0.8,79
Action,0.8,45
Role-Playing,0.8,80
Racing,0.8,87
Action,0.8,83
Sports,0.8,49
Shooter,0.8,78
Sports,0.8,72
Misc,0.8,84
Role-Playing,0.8,86
Racing,0.8,68
Misc,0.8,57
Simulation,0.79,57
Fighting,0.79,73
Misc,0.79,71
Action,0.79,48
Sports,0.79,74
Role-Playing,0.79,79
Action,0.79,85
Racing,0.79,34
Action,0.79,83
Racing,0.79,76
Action,0.79,74
Simulation,0.79,70
Simulation,0.79,78
Action,0.79,65
Role-Playing,0.79,75
Sports,0.79,87
Misc,0.79,84
Misc,0.79,76
Sports,0.79,83
Sports,0.79,82
Simulation,0.79,64
Role-Playing,0.79,72
Shooter,0.79,53
Strategy,0.79,69
Sports,0.78,55
Role-Playing,0.78,65
Sports,0.78,81
Platform,0.78,71
Action,0.78,85
Fighting,0.78,74
Role-Playing,0.78,79
Fighting,0.78,86
Action,0.78,57
Action,0.78,68
Role-Playing,0.78,88
Action,0.78,73
Strategy,0.78,85
Sports,0.78,81
Shooter,0.78,80
Shooter,0.78,72
Platform,0.78,87
Shooter,0.77,48
Misc,0.77,71
Action,0.77,81
Racing,0.77,57
Shooter,0.77,81
Fighting,0.77,53
Racing,0.77,78
Misc,0.77,66
Action,0.77,52
Sports,0.77,70
Strategy,0.77,70
Action,0.77,38
Shooter,0.77,69
Platform,0.77,84
Platform,0.77,77
Sports,0.77,81
Role-Playing,0.77,45
Racing,0.77,46
Fighting,0.77,57
Action,0.77,79
Sports,0.76,69
Platform,0.76,66
Puzzle,0.76,76
Racing,0.76,56
Sports,0.76,94
Racing,0.76,52
Shooter,0.76,85
Action,0.76,91
Shooter,0.76,63
Shooter,0.76,65
Simulation,0.76,52
Fighting,0.76,81
Adventure,0.76,39
Misc,0.76,87
Shooter,0.76,95
Shooter,0.76,51
Action,0.76,71
Action,0.75,60
Platform,0.75,67
Puzzle,0.75,81
Platform,0.75,76
Shooter,0.75,89
Action,0.75,55
Action,0.75,95
Sports,0.75,81
Puzzle,0.75,58
Action,0.75,60
Misc,0.75,86
Fighting,0.75,72
Action,0.75,72
Fighting,0.75,81
Action,0.75,69
Shooter,0.75,78
Sports,0.75,82
Sports,0.75,83
Sports,0.75,75
Adventure,0.75,62
Fighting,0.75,81
Sports,0.75,76
Action,0.75,69
Shooter,0.75,59
Role-Playing,0.75,80
Action,0.74,54
Misc,0.74,76
Racing,0.74,79
Role-Playing,0.74,63
Action,0.74,67
Fighting,0.74,70
Racing,0.74,69
Role-Playing,0.74,91
Sports,0.74,65
Action,0.74,80
Action,0.74,79
Racing,0.74,84
Action,0.74,74
Shooter,0.74,60
Sports,0.74,74
Shooter,0.74,85
Action,0.74,77
Shooter,0.74,83
Action,0.74,86
Role-Playing,0.74,79
Sports,0.74,87
Action,0.74,82
Misc,0.74,49
Role-Playing,0.74,72
Role-Playing,0.73,74
Role-Playing,0.73,85
Role-Playing,0.73,72
Action,0.73,55
Action,0.73,55
Sports,0.73,79
Platform,0.73,55
Simulation,0.73,76
Fighting,0.73,78
Simulation,0.73,76
Role-Playing,0.73,79
Platform,0.73,80
Fighting,0.73,86
Shooter,0.73,72
Sports,0.73,88
Sports,0.73,79
Strategy,0.73,84
Action,0.73,71
Puzzle,0.73,86
Misc,0.73,75
Action,0.73,80
Fighting,0.73,74
Sports,0.73,64
Shooter,0.72,74
Simulation,0.72,65
Action,0.72,73
Action,0.72,74
Misc,0.72,65
Platform,0.72,70
Strategy,0.72,76
Sports,0.72,68
Role-Playing,0.72,74
Shooter,0.72,73
Action,0.72,55
Sports,0.72,79
Sports,0.72,79
Role-Playing,0.72,83
Sports,0.72,83
Fighting,0.72,72
Platform,0.72,86
Sports,0.72,77
Sports,0.72,90
Shooter,0.72,74
Sports,0.72,75
Puzzle,0.72,82
Role-Playing,0.72,93
Racing,0.72,84
Simulation,0.72,66
Sports,0.72,91
Racing,0.72,75
Racing,0.72,81
Shooter,0.72,87
Racing,0.72,87
Action,0.71,79
Sports,0.71,92
Sports,0.71,86
Strategy,0.71,89
Action,0.71,60
Fighting,0.71,93
Shooter,0.71,91
Action,0.71,39
Simulation,0.71,66
Racing,0.71,66
Fighting,0.71,73
Racing,0.71,43
Action,0.71,85
Platform,0.71,48
Action,0.71,46
Action,0.71,49
Sports,0.71,75
Sports,0.71,68
Sports,0.71,77
Action,0.71,73
Action,0.71,59
Sports,0.71,83
Shooter,0.71,77
Sports,0.7,82
Role-Playing,0.7,65
Role-Playing,0.7,50
Sports,0.7,89
Action,0.7,67
Sports,0.7,81
Action,0.7,86
Action,0.7,58
Adventure,0.7,78
Shooter,0.7,73
Adventure,0.7,79
Sports,0.7,90
Action,0.7,67
Racing,0.7,84
Role-Playing,0.7,89
Role-Playing,0.7,68
Sports,0.7,63
Action,0.7,78
Sports,0.7,86
Strategy,0.7,92
Racing,0.7,66
Action,0.7,65
Platform,0.7,66
Simulation,0.7,58
Sports,0.7,85
Shooter,0.7,90
Simulation,0.7,43
Racing,0.7,80
Adventure,0.7,73
Platform,0.7,71
Shooter,0.7,65
Action,0.69,65
Misc,0.69,70
Shooter,0.69,89
Action,0.69,77
Sports,0.69,40
Racing,0.69,68
Misc,0.69,62
Fighting,0.69,65
Shooter,0.69,76
Racing,0.69,75
Simulation,0.69,50
Action,0.69,77
Action,0.69,75
Action,0.69,84
Simulation,0.69,77
Sports,0.69,82
Role-Playing,0.68,78
Action,0.68,63
Simulation,0.68,81
Racing,0.68,68
Sports,0.68,89
Racing,0.68,70
Role-Playing,0.68,66
Sports,0.68,89
Platform,0.68,85
Fighting,0.68,72
Shooter,0.68,67
Action,0.68,85
Sports,0.68,82
Role-Playing,0.68,82
Action,0.68,42
Sports,0.68,80
Fighting,0.68,85
Role-Playing,0.68,76
Shooter,0.68,79
Racing,0.68,69
Action,0.68,71
Misc,0.68,74
Action,0.67,82
Shooter,0.67,84
Role-Playing,0.67,84
Platform,0.67,60
Role-Playing,0.67,89
Action,0.67,79
Simulation,0.67,74
Shooter,0.67,78
Action,0.67,71
Action,0.67,67
Action,0.67,81
Shooter,0.67,63
Shooter,0.67,86
Role-Playing,0.67,68
Simulation,0.67,73
Action,0.67,66
Simulation,0.66,69
Sports,0.66,81
Role-Playing,0.66,77
Action,0.66,62
Simulation,0.66,67
Fighting,0.66,78
Racing,0.66,65
Sports,0.66,65
Shooter,0.66,80
Sports,0.66,61
Role-Playing,0.66,58
Sports,0.66,74
Action,0.66,63
Strategy,0.66,69
Platform,0.66,70
Action,0.66,83
Sports,0.66,88
Misc,0.66,70
Fighting,0.66,78
Sports,0.66,83
Strategy,0.66,81
Platform,0.66,92
Simulation,0.66,81
Shooter,0.66,94
Action,0.66,64
Action,0.66,67
Strategy,0.66,76
Action,0.66,71
Role-Playing,0.66,63
Action,0.66,71
Action,0.66,60
Platform,0.66,77
Action,0.66,71
Shooter,0.66,88
Action,0.66,69
Action,0.65,70
Action,0.65,73
Role-Playing,0.65,73
Sports,0.65,63
Role-Playing,0.65,74
Racing,0.65,89
Platform,0.65,60
Misc,0.65,76
Platform,0.65,60
Racing,0.65,47
Sports,0.65,82
Fighting,0.65,85
Sports,0.65,84
Strategy,0.65,89
Platform,0.65,60
Role-Playing,0.65,80
Role-Playing,0.65,63
Role-Playing,0.65,77
Action,0.65,68
Racing,0.65,59
Sports,0.65,80
Action,0.65,54
Platform,0.65,64
Simulation,0.65,64
Shooter,0.64,64
Platform,0.64,67
Action,0.64,84
Racing,0.64,54
Platform,0.64,60
Platform,0.64,64
Action,0.64,68
Shooter,0.64,84
Puzzle,0.64,72
Shooter,0.64,60
Sports,0.64,50
Role-Playing,0.64,74
Shooter,0.64,83
Platform,0.64,58
Sports,0.64,79
Platform,0.64,61
Sports,0.64,85
Shooter,0.64,88
Action,0.64,81
Action,0.64,61
Racing,0.64,75
Action,0.64,67
Action,0.64,88
Misc,0.64,78
Racing,0.64,64
Fighting,0.64,57
Sports,0.64,84
Fighting,0.64,74
Shooter,0.64,74
Platform,0.64,63
Shooter,0.64,67
Role-Playing,0.63,82
Misc,0.63,73
Action,0.63,81
Misc,0.63,91
Action,0.63,82
Sports,0.63,78
Sports,0.63,73
Sports,0.63,88
Action,0.63,55
Shooter,0.63,80
Racing,0.63,78
Action,0.63,44
Role-Playing,0.63,60
Racing,0.63,68
Shooter,0.63,71
Shooter,0.63,32
Simulation,0.63,70
Platform,0.63,82
Racing,0.63,75
Role-Playing,0.63,89
Sports,0.63,82
Action,0.63,62
Action,0.63,80
Action,0.63,93
Role-Playing,0.63,89
Sports,0.63,88
Shooter,0.63,76
Platform,0.63,54
Sports,0.63,78
Misc,0.63,62
Sports,0.63,76
Action,0.63,79
Strategy,0.62,90
Action,0.62,87
Sports,0.62,77
Role-Playing,0.62,78
Sports,0.62,82
Sports,0.62,89
Racing,0.62,70
Platform,0.62,71
Misc,0.62,75
Action,0.62,71
Racing,0.62,46
Action,0.62,93
Simulation,0.62,72
Misc,0.62,86
Sports,0.62,48
Shooter,0.62,80
Racing,0.62,68
Action,0.62,67
Action,0.62,74
Action,0.62,70
Misc,0.62,88
Sports,0.62,80
Platform,0.62,50
Action,0.61,48
Role-Playing,0.61,68
Sports,0.61,73
Sports,0.61,82
Sports,0.61,72
Action,0.61,58
