sales_genre.genre,sales_genre.global_sales,sales_genre.critic_score
Adventure,0.08,54
Fighting,0.38,54
Platform,0.42,54
Platform,0.05,54
Misc,0.02,54
Action,0.03,54
Fighting,0.31,54
Sports,0.23,53
Platform,0.23,53
Role-Playing,0.24,53
Action,0.1,53
Platform,0.13,53
Action,0.1,53
Racing,0.86,53
Adventure,0.1,53
Sports,0.18,53
Shooter,0.79,53
Misc,0.13,53
Action,0.13,53
Action,0.45,53
Role-Playing,0.22,53
Role-Playing,0.1,53
Action,0.1,53
Action,0.1,53
Action,0.11,53
Platform,0.03,53
Racing,0.04,53
Shooter,0.46,53
Adventure,0.41,53
Racing,0.24,53
Action,0.51,53
Racing,0.51,53
Misc,0.22,53
Puzzle,0.46,53
Action,0.05,53
Sports,0.36,53
Sports,0.14,53
Action,0.02,53
Puzzle,0.82,53
Sports,0.14,53
Platform,0.11,53
Sports,0.08,53
Action,1.15,53
Action,0.11,53
Sports,0.21,53
Action,0.21,53
Sports,0.05,53
Action,0.4,53
Action,0.06,53
Strategy,0.04,53
Misc,0.44,53
Action,0.02,53
Action,0.06,53
Role-Playing,0.2,53
Action,0.3,53
Action,0.26,53
Racing,0.3,53
Role-Playing,0.09,53
Action,0.2,53
Strategy,0.03,53
Shooter,0.06,53
Action,0.44,53
Action,0.15,53
Racing,0.06,53
Platform,0.09,53
Role-Playing,1.69,53
Action,0.2,53
Action,0.15,53
Simulation,0.12,53
Sports,0.39,53
Action,0.2,53
Sports,0.03,53
Action,0.25,53
Role-Playing,0.19,53
Simulation,0.03,53
Strategy,0.16,53
Racing,0.38,53
Role-Playing,0.32,53
Puzzle,0.01,53
Role-Playing,0.02,53
Sports,0.26,53
Misc,0.19,53
Sports,0.25,53
Adventure,0.16,53
Action,0.04,53
Simulation,0.04,53
Shooter,0.11,53
Sports,0.26,53
Adventure,0.06,53
Fighting,0.01,53
Action,0.17,53
Fighting,0.77,53
Fighting,0.07,53
Fighting,0.17,53
Action,0.04,53
Action,0.36,53
Simulation,0.01,53
Fighting,0.25,53
Action,0.12,53
Role-Playing,0.24,53
Misc,0.43,53
Misc,0.24,53
Role-Playing,1.58,53
Platform,0.47,53
Misc,0.24,53
Action,0.12,53
Shooter,0.12,53
Action,0.12,53
Puzzle,0.05,53
Platform,0.17,53
Sports,0.23,53
Platform,0.23,53
Role-Playing,0.24,53
Action,0.1,53
Platform,0.13,53
Action,0.1,53
Racing,0.86,53
Adventure,0.1,53
Sports,0.18,53
Shooter,0.79,53
Misc,0.13,53
Action,0.13,53
Action,0.45,53
Role-Playing,0.22,53
Role-Playing,0.1,53
Action,0.1,53
Action,0.1,53
Action,0.11,53
Platform,0.03,53
Racing,0.04,53
Shooter,0.46,53
Adventure,0.41,53
Racing,0.24,53
Action,0.51,53
Racing,0.51,53
Misc,0.22,53
Puzzle,0.46,53
Action,0.05,53
Sports,0.36,53
Sports,0.14,53
Action,0.02,53
Puzzle,0.82,53
Sports,0.14,53
Platform,0.11,53
Sports,0.08,53
Action,1.15,53
Action,0.11,53
Sports,0.21,53
Action,0.21,53
Sports,0.05,53
Action,0.4,53
Action,0.06,53
Strategy,0.04,53
Misc,0.44,53
Action,0.02,53
Action,0.06,53
Role-Playing,0.2,53
Action,0.3,53
Action,0.26,53
Racing,0.3,53
Role-Playing,0.09,53
Action,0.2,53
Strategy,0.03,53
Shooter,0.06,53
Action,0.44,53
Action,0.15,53
Racing,0.06,53
Platform,0.09,53
Role-Playing,1.69,53
Action,0.2,53
Action,0.15,53
Simulation,0.12,53
Sports,0.39,53
Action,0.2,53
Sports,0.03,53
Action,0.25,53
Role-Playing,0.19,53
Simulation,0.03,53
Strategy,0.16,53
Racing,0.38,53
Role-Playing,0.32,53
Puzzle,0.01,53
Role-Playing,0.02,53
Sports,0.26,53
Misc,0.19,53
Sports,0.25,53
Adventure,0.16,53
Action,0.04,53
Simulation,0.04,53
Shooter,0.11,53
Sports,0.26,53
Adventure,0.06,53
Fighting,0.01,53
Action,0.17,53
Fighting,0.77,53
Fighting,0.07,53
Fighting,0.17,53
Action,0.04,53
Action,0.36,53
Simulation,0.01,53
Fighting,0.25,53
Action,0.12,53
Role-Playing,0.24,53
Misc,0.43,53
Misc,0.24,53
Role-Playing,1.58,53
Platform,0.47,53
Misc,0.24,53
Action,0.12,53
Shooter,0.12,53
Action,0.12,53
Puzzle,0.05,53
Platform,0.17,53
Racing,0.76,52
Shooter,0.08,52
Platform,0.3,52
Fighting,0.27,52
Action,0.17,52
Sports,0.31,52
Role-Playing,0.06,52
Misc,0.06,52
Action,0.01,52
Misc,0.05,52
Puzzle,0.08,52
Sports,0.38,52
Action,0.02,52
Shooter,0.19,52
Misc,0.25,52
Action,0.02,52
Misc,0.03,52
Racing,0.17,52
Action,0.41,52
Role-Playing,0.25,52
Racing,0.11,52
Platform,0.1,52
Action,0.13,52
Platform,0.01,52
Sports,0.02,52
Shooter,0.1,52
Action,0.1,52
Adventure,0.52,52
Action,0.08,52
Shooter,0.2,52
Action,0.18,52
Shooter,0.04,52
Racing,0.04,52
Action,0.12,52
Action,0.34,52
Shooter,0.03,52
Sports,0.16,52
Adventure,0.95,52
Racing,0.16,52
Action,0.58,52
Misc,0.11,52
Platform,0.17,52
Action,0.13,52
Simulation,0.76,52
Action,0.04,52
Adventure,0.28,52
Action,0.08,52
Action,0.09,52
Action,0.02,52
Role-Playing,0.23,52
Action,0.02,52
Adventure,0.32,52
Racing,0.15,52
Platform,0.05,52
Action,0.37,52
Misc,0.19,52
Action,0.24,52
Racing,1.43,52
Racing,0.21,52
Role-Playing,0.2,52
Puzzle,0.11,52
Action,0.02,52
Shooter,0.15,52
Action,0.1,52
Action,1.25,52
Sports,0.12,52
Puzzle,0.22,52
Action,1.17,52
Sports,1.24,52
Action,0.6,52
Action,0.77,52
Misc,0.16,52
Shooter,0.33,52
Racing,0.76,52
Shooter,0.08,52
Platform,0.3,52
Fighting,0.27,52
Action,0.17,52
Sports,0.31,52
Role-Playing,0.06,52
Misc,0.06,52
Action,0.01,52
Misc,0.05,52
Puzzle,0.08,52
Sports,0.38,52
Action,0.02,52
Shooter,0.19,52
Misc,0.25,52
Action,0.02,52
Misc,0.03,52
Racing,0.17,52
Action,0.41,52
Role-Playing,0.25,52
Racing,0.11,52
Platform,0.1,52
Action,0.13,52
Platform,0.01,52
Sports,0.02,52
Shooter,0.1,52
Action,0.1,52
Adventure,0.52,52
Action,0.08,52
Shooter,0.2,52
Action,0.18,52
Shooter,0.04,52
Racing,0.04,52
Action,0.12,52
Action,0.34,52
Shooter,0.03,52
Sports,0.16,52
Adventure,0.95,52
Racing,0.16,52
Action,0.58,52
Misc,0.11,52
Platform,0.17,52
Action,0.13,52
Simulation,0.76,52
Action,0.04,52
Adventure,0.28,52
Action,0.08,52
Action,0.09,52
Action,0.02,52
Role-Playing,0.23,52
Action,0.02,52
Adventure,0.32,52
Racing,0.15,52
Platform,0.05,52
Action,0.37,52
Misc,0.19,52
Action,0.24,52
Racing,1.43,52
Racing,0.21,52
Role-Playing,0.2,52
Puzzle,0.11,52
Action,0.02,52
Shooter,0.15,52
Action,0.1,52
Action,1.25,52
Sports,0.12,52
Puzzle,0.22,52
Action,1.17,52
Sports,1.24,52
Action,0.6,52
Action,0.77,52
Misc,0.16,52
Shooter,0.33,52
Platform,0.12,51
Platform,1.01,51
Platform,0.1,51
Racing,1.0,51
Puzzle,0.08,51
Role-Playing,0.05,51
Adventure,0.08,51
Platform,0.99,51
Platform,0.15,51
Adventure,0.27,51
Shooter,0.02,51
Platform,0.09,51
Misc,0.13,51
Role-Playing,0.43,51
Shooter,0.76,51
Racing,0.04,51
Fighting,0.6,51
Platform,0.18,51
Racing,0.88,51
Strategy,0.01,51
Sports,0.22,51
Platform,0.11,51
Shooter,0.19,51
Action,0.37,51
Misc,0.13,51
Misc,0.19,51
Adventure,0.25,51
Sports,0.11,51
Misc,0.33,51
Action,1.14,51
Platform,0.08,51
Action,0.06,51
Action,0.08,51
Fighting,0.21,51
Misc,0.05,51
Shooter,0.02,51
Sports,0.07,51
Strategy,0.17,51
Action,0.1,51
Action,0.02,51
Simulation,0.19,51
Platform,0.4,51
Role-Playing,0.05,51
Simulation,0.2,51
Platform,0.5,51
Simulation,0.1,51
Sports,0.05,51
Racing,0.06,51
Racing,0.37,51
Action,0.18,51
Shooter,0.11,51
Sports,0.06,51
Action,0.43,51
Sports,0.36,51
Sports,0.38,51
Racing,0.03,51
Action,0.16,51
Action,0.01,51
Sports,0.24,51
Puzzle,0.08,51
Action,0.18,51
Sports,0.24,51
Action,0.19,51
Action,0.22,51
Simulation,0.18,51
Racing,0.09,51
Action,0.08,51
Action,0.07,51
Action,0.18,51
Strategy,0.11,51
Action,0.26,51
Racing,0.2,51
Shooter,0.2,51
Action,0.15,51
Action,0.84,51
Shooter,0.18,51
Shooter,0.13,51
Platform,0.02,51
Action,0.22,51
Fighting,0.24,51
Action,0.14,51
Role-Playing,0.08,51
Action,0.04,51
Action,0.17,51
Shooter,0.11,51
Action,0.4,51
Racing,0.02,51
Action,0.16,51
Racing,0.53,51
Puzzle,0.03,51
Platform,0.12,51
Platform,1.01,51
Platform,0.1,51
Racing,1.0,51
Puzzle,0.08,51
Role-Playing,0.05,51
Adventure,0.08,51
Platform,0.99,51
Platform,0.15,51
Adventure,0.27,51
Shooter,0.02,51
Platform,0.09,51
Misc,0.13,51
Role-Playing,0.43,51
Shooter,0.76,51
Racing,0.04,51
Fighting,0.6,51
Platform,0.18,51
Racing,0.88,51
Strategy,0.01,51
Sports,0.22,51
Platform,0.11,51
Shooter,0.19,51
Action,0.37,51
Misc,0.13,51
Misc,0.19,51
Adventure,0.25,51
Sports,0.11,51
Misc,0.33,51
Action,1.14,51
Platform,0.08,51
Action,0.06,51
Action,0.08,51
Fighting,0.21,51
Misc,0.05,51
Shooter,0.02,51
Sports,0.07,51
Strategy,0.17,51
Action,0.1,51
Action,0.02,51
Simulation,0.19,51
Platform,0.4,51
Role-Playing,0.05,51
Simulation,0.2,51
Platform,0.5,51
Simulation,0.1,51
Sports,0.05,51
Racing,0.06,51
Racing,0.37,51
Action,0.18,51
Shooter,0.11,51
Sports,0.06,51
Action,0.43,51
Sports,0.36,51
Sports,0.38,51
Racing,0.03,51
Action,0.16,51
Action,0.01,51
Sports,0.24,51
Puzzle,0.08,51
Action,0.18,51
Sports,0.24,51
Action,0.19,51
Action,0.22,51
Simulation,0.18,51
Racing,0.09,51
Action,0.08,51
Action,0.07,51
Action,0.18,51
Strategy,0.11,51
Action,0.26,51
Racing,0.2,51
Shooter,0.2,51
Action,0.15,51
Action,0.84,51
Shooter,0.18,51
Shooter,0.13,51
Platform,0.02,51
Action,0.22,51
Fighting,0.24,51
Action,0.14,51
Role-Playing,0.08,51
Action,0.04,51
Action,0.17,51
Shooter,0.11,51
Action,0.4,51
Racing,0.02,51
Action,0.16,51
Racing,0.53,51
Puzzle,0.03,51
Racing,0.26,50
Adventure,0.07,50
Shooter,0.04,50
Action,0.14,50
Racing,0.14,50
Adventure,0.07,50
Action,0.12,50
Misc,0.06,50
Sports,0.05,50
Sports,2.5,50
Platform,0.9,50
Racing,1.13,50
Strategy,0.12,50
Fighting,0.13,50
Shooter,0.12,50
Shooter,0.15,50
Racing,0.48,50
Racing,0.02,50
Action,0.06,50
Racing,0.46,50
Action,0.24,50
Action,0.15,50
Action,0.11,50
Action,0.1,50
Shooter,0.36,50
Action,0.41,50
Action,0.05,50
Role-Playing,0.07,50
Sports,0.45,50
Misc,0.05,50
Fighting,0.05,50
Action,0.24,50
Racing,0.07,50
Adventure,0.12,50
Action,0.14,50
Shooter,0.06,50
Action,0.12,50
Action,0.09,50
Shooter,0.13,50
Racing,0.07,50
Role-Playing,0.23,50
Shooter,0.5,50
Platform,0.41,50
Simulation,0.69,50
Action,0.02,50
Fighting,0.17,50
Sports,0.64,50
Action,0.25,50
Misc,0.28,50
Action,0.16,50
Platform,0.62,50
Role-Playing,0.32,50
Action,0.17,50
Action,0.03,50
Strategy,0.02,50
Puzzle,0.04,50
Action,0.13,50
Role-Playing,0.11,50
Action,0.28,50
Shooter,0.11,50
Role-Playing,0.7,50
Action,0.38,50
Adventure,0.19,50
Adventure,0.56,50
Action,0.07,50
Action,0.11,50
Action,0.44,50
Sports,0.32,50
Action,0.16,50
Strategy,0.04,50
Adventure,0.11,50
Shooter,0.02,50
Action,0.11,50
Shooter,0.22,50
Adventure,0.13,50
Shooter,0.04,50
Action,0.14,50
Action,0.02,50
Shooter,0.2,50
Racing,0.26,50
Adventure,0.07,50
Shooter,0.04,50
Action,0.14,50
Racing,0.14,50
Adventure,0.07,50
Action,0.12,50
Misc,0.06,50
Sports,0.05,50
Sports,2.5,50
Platform,0.9,50
Racing,1.13,50
Strategy,0.12,50
Fighting,0.13,50
Shooter,0.12,50
Shooter,0.15,50
Racing,0.48,50
Racing,0.02,50
Action,0.06,50
Racing,0.46,50
Action,0.24,50
Action,0.15,50
Action,0.11,50
Action,0.1,50
Shooter,0.36,50
Action,0.41,50
Action,0.05,50
Role-Playing,0.07,50
Sports,0.45,50
Misc,0.05,50
Fighting,0.05,50
Action,0.24,50
Racing,0.07,50
Adventure,0.12,50
Action,0.14,50
Shooter,0.06,50
Action,0.12,50
Action,0.09,50
Shooter,0.13,50
Racing,0.07,50
Role-Playing,0.23,50
Shooter,0.5,50
Platform,0.41,50
Simulation,0.69,50
Action,0.02,50
Fighting,0.17,50
Sports,0.64,50
Action,0.25,50
Misc,0.28,50
Action,0.16,50
Platform,0.62,50
Role-Playing,0.32,50
Action,0.17,50
Action,0.03,50
Strategy,0.02,50
Puzzle,0.04,50
Action,0.13,50
Role-Playing,0.11,50
Action,0.28,50
Shooter,0.11,50
Role-Playing,0.7,50
Action,0.38,50
Adventure,0.19,50
Adventure,0.56,50
Action,0.07,50
Action,0.11,50
Action,0.44,50
Sports,0.32,50
Action,0.16,50
Strategy,0.04,50
Adventure,0.11,50
Shooter,0.02,50
Action,0.11,50
Shooter,0.22,50
Adventure,0.13,50
Shooter,0.04,50
Action,0.14,50
Action,0.02,50
Shooter,0.2,50
Misc,1.88,49
Sports,0.13,49
Action,0.4,49
Fighting,0.09,49
Racing,0.1,49
Shooter,0.38,49
Simulation,2.07,49
Action,0.22,49
Action,0.38,49
Adventure,0.17,49
Sports,0.03,49
Sports,0.02,49
Simulation,0.19,49
Action,0.26,49
Action,0.06,49
Simulation,0.25,49
Misc,0.74,49
Adventure,0.11,49
Sports,0.02,49
Misc,0.61,49
Simulation,0.07,49
Sports,0.19,49
Action,0.22,49
Misc,0.35,49
Platform,1.29,49
Action,0.19,49
Shooter,0.08,49
Action,0.12,49
Platform,0.08,49
Sports,0.11,49
Racing,0.01,49
Racing,0.26,49
Racing,0.08,49
Action,0.2,49
Action,0.08,49
Racing,0.17,49
Racing,0.13,49
Platform,0.1,49
Simulation,0.05,49
Misc,7.2,49
Adventure,0.17,49
Misc,0.07,49
Action,0.24,49
Shooter,0.32,49
Platform,0.27,49
Fighting,0.36,49
Action,0.22,49
Action,0.49,49
Action,0.04,49
Action,0.71,49
Simulation,0.21,49
Action,0.11,49
Sports,0.39,49
Sports,0.08,49
Action,0.31,49
Misc,0.2,49
Platform,0.07,49
Action,0.04,49
Simulation,0.07,49
Sports,0.14,49
Fighting,0.01,49
Platform,0.12,49
Shooter,0.83,49
Sports,0.16,49
Fighting,0.08,49
Strategy,0.12,49
Role-Playing,0.07,49
Puzzle,0.31,49
Sports,0.1,49
Racing,0.05,49
Shooter,0.14,49
Platform,0.36,49
Misc,0.17,49
Platform,0.18,49
Misc,0.15,49
Fighting,0.05,49
Sports,0.8,49
Racing,0.05,49
Action,0.19,49
Strategy,0.29,49
Fighting,0.3,49
Simulation,0.05,49
Misc,0.26,49
Fighting,0.46,49
Fighting,0.16,49
Shooter,0.01,49
Misc,1.88,49
Sports,0.13,49
Action,0.4,49
Fighting,0.09,49
Racing,0.1,49
Shooter,0.38,49
Simulation,2.07,49
Action,0.22,49
Action,0.38,49
Adventure,0.17,49
Sports,0.03,49
Sports,0.02,49
Simulation,0.19,49
Action,0.26,49
Action,0.06,49
Simulation,0.25,49
Misc,0.74,49
Adventure,0.11,49
Sports,0.02,49
Misc,0.61,49
Simulation,0.07,49
Sports,0.19,49
Action,0.22,49
Misc,0.35,49
Platform,1.29,49
Action,0.19,49
Shooter,0.08,49
Action,0.12,49
Platform,0.08,49
Sports,0.11,49
Racing,0.01,49
Racing,0.26,49
Racing,0.08,49
Action,0.2,49
Action,0.08,49
Racing,0.17,49
Racing,0.13,49
Platform,0.1,49
Simulation,0.05,49
Misc,7.2,49
Adventure,0.17,49
Misc,0.07,49
Action,0.24,49
Shooter,0.32,49
Platform,0.27,49
Fighting,0.36,49
Action,0.22,49
Action,0.49,49
Action,0.04,49
Action,0.71,49
Simulation,0.21,49
Action,0.11,49
Sports,0.39,49
Sports,0.08,49
Action,0.31,49
Misc,0.2,49
Platform,0.07,49
Action,0.04,49
Simulation,0.07,49
Sports,0.14,49
Fighting,0.01,49
Platform,0.12,49
Shooter,0.83,49
Sports,0.16,49
Fighting,0.08,49
Strategy,0.12,49
Role-Playing,0.07,49
Puzzle,0.31,49
Sports,0.1,49
Racing,0.05,49
Shooter,0.14,49
Platform,0.36,49
Misc,0.17,49
Platform,0.18,49
Misc,0.15,49
Fighting,0.05,49
Sports,0.8,49
Racing,0.05,49
Action,0.19,49
Strategy,0.29,49
Fighting,0.3,49
Simulation,0.05,49
Misc,0.26,49
Fighting,0.46,49
Fighting,0.16,49
Shooter,0.01,49
Puzzle,0.01,48
Shooter,0.11,48
Shooter,0.01,48
Platform,0.03,48
Misc,0.25,48
Strategy,0.1,48
Role-Playing,0.08,48
Sports,0.08,48
Action,0.17,48
Shooter,0.77,48
Fighting,0.21,48
Action,0.17,48
Shooter,0.18,48
Sports,0.11,48
Action,0.11,48
Shooter,0.18,48
Action,0.03,48
Platform,0.03,48
Shooter,0.05,48
Action,0.79,48
Action,0.04,48
Racing,0.05,48
Action,0.02,48
Sports,0.62,48
Shooter,0.35,48
Platform,0.01,48
Misc,2.03,48
Shooter,0.35,48
Action,0.13,48
Misc,1.02,48
Role-Playing,0.06,48
Action,0.06,48
Action,0.61,48
Strategy,0.15,48
Action,0.47,48
Action,0.14,48
Role-Playing,0.15,48
Fighting,0.36,48
Racing,0.3,48
Racing,0.28,48
Misc,0.09,48
Sports,0.02,48
Sports,0.3,48
Role-Playing,0.18,48
Misc,0.13,48
Simulation,0.04,48
Adventure,0.04,48
Shooter,0.87,48
Role-Playing,0.03,48
Action,0.07,48
Fighting,0.59,48
Action,0.92,48
Simulation,0.08,48
Simulation,0.04,48
Shooter,0.06,48
Action,0.13,48
Shooter,0.24,48
Sports,0.05,48
Sports,0.03,48
Adventure,0.02,48
Sports,0.13,48
Shooter,0.03,48
Racing,0.06,48
Adventure,0.23,48
Action,0.05,48
Platform,0.71,48
Racing,0.09,48
Puzzle,0.01,48
Shooter,0.11,48
Shooter,0.01,48
Platform,0.03,48
Misc,0.25,48
Strategy,0.1,48
Role-Playing,0.08,48
Sports,0.08,48
Action,0.17,48
Shooter,0.77,48
Fighting,0.21,48
Action,0.17,48
Shooter,0.18,48
Sports,0.11,48
Action,0.11,48
Shooter,0.18,48
Action,0.03,48
Platform,0.03,48
Shooter,0.05,48
Action,0.79,48
Action,0.04,48
Racing,0.05,48
Action,0.02,48
Sports,0.62,48
Shooter,0.35,48
Platform,0.01,48
Misc,2.03,48
Shooter,0.35,48
Action,0.13,48
Misc,1.02,48
Role-Playing,0.06,48
Action,0.06,48
Action,0.61,48
Strategy,0.15,48
Action,0.47,48
Action,0.14,48
Role-Playing,0.15,48
Fighting,0.36,48
Racing,0.3,48
Racing,0.28,48
Misc,0.09,48
Sports,0.02,48
Sports,0.3,48
Role-Playing,0.18,48
Misc,0.13,48
Simulation,0.04,48
Adventure,0.04,48
Shooter,0.87,48
Role-Playing,0.03,48
Action,0.07,48
Fighting,0.59,48
Action,0.92,48
Simulation,0.08,48
Simulation,0.04,48
Shooter,0.06,48
Action,0.13,48
Shooter,0.24,48
Sports,0.05,48
Sports,0.03,48
Adventure,0.02,48
Sports,0.13,48
Shooter,0.03,48
Racing,0.06,48
Adventure,0.23,48
Action,0.05,48
Platform,0.71,48
Racing,0.09,48
Role-Playing,0.12,47
Sports,0.18,47
Platform,0.16,47
Action,0.15,47
Racing,1.09,47
Action,0.23,47
Role-Playing,0.43,47
Strategy,0.16,47
Platform,0.04,47
Platform,0.06,47
Role-Playing,0.03,47
Racing,0.07,47
Racing,0.07,47
Action,0.2,47
Shooter,0.27,47
Sports,0.94,47
Shooter,0.26,47
Strategy,0.21,47
Action,1.77,47
Platform,0.55,47
Action,0.21,47
Action,0.24,47
Action,0.07,47
Misc,0.51,47
Simulation,0.05,47
Action,0.38,47
Racing,0.14,47
Sports,0.06,47
Action,0.5,47
Action,0.1,47
Racing,0.42,47
Misc,0.56,47
Puzzle,0.03,47
Platform,0.18,47
Action,0.54,47
Racing,0.07,47
Action,0.14,47
Fighting,0.12,47
Action,0.07,47
Action,0.53,47
Action,0.04,47
Racing,0.13,47
Adventure,0.08,47
Action,1.07,47
Action,0.04,47
Shooter,0.02,47
Role-Playing,0.22,47
Adventure,0.06,47
Platform,0.03,47
Puzzle,0.22,47
Sports,0.07,47
Racing,0.11,47
Misc,0.1,47
Racing,0.65,47
Misc,0.07,47
Action,0.33,47
Adventure,0.02,47
Racing,0.34,47
Adventure,0.04,47
Platform,0.08,47
Action,0.29,47
Action,0.17,47
Action,0.44,47
Misc,0.19,47
Strategy,0.21,47
Action,0.54,47
Role-Playing,0.12,47
Sports,0.18,47
Platform,0.16,47
Action,0.15,47
Racing,1.09,47
Action,0.23,47
Role-Playing,0.43,47
Strategy,0.16,47
Platform,0.04,47
Platform,0.06,47
Role-Playing,0.03,47
Racing,0.07,47
Racing,0.07,47
Action,0.2,47
Shooter,0.27,47
Sports,0.94,47
Shooter,0.26,47
Strategy,0.21,47
Action,1.77,47
Platform,0.55,47
Action,0.21,47
Action,0.24,47
Action,0.07,47
Misc,0.51,47
Simulation,0.05,47
Action,0.38,47
Racing,0.14,47
Sports,0.06,47
Action,0.5,47
Action,0.1,47
Racing,0.42,47
Misc,0.56,47
Puzzle,0.03,47
Platform,0.18,47
Action,0.54,47
Racing,0.07,47
Action,0.14,47
Fighting,0.12,47
Action,0.07,47
Action,0.53,47
Action,0.04,47
Racing,0.13,47
Adventure,0.08,47
Action,1.07,47
Action,0.04,47
Shooter,0.02,47
Role-Playing,0.22,47
Adventure,0.06,47
Platform,0.03,47
Puzzle,0.22,47
Sports,0.07,47
Racing,0.11,47
Misc,0.1,47
Racing,0.65,47
Misc,0.07,47
Action,0.33,47
Adventure,0.02,47
Racing,0.34,47
Adventure,0.04,47
Platform,0.08,47
Action,0.29,47
Action,0.17,47
Action,0.44,47
Misc,0.19,47
Strategy,0.21,47
Action,0.54,47
Simulation,0.02,46
Racing,0.62,46
Misc,0.26,46
Action,0.22,46
Shooter,0.02,46
Action,0.21,46
Action,0.01,46
Action,0.17,46
Simulation,0.26,46
Action,0.3,46
Shooter,0.08,46
Shooter,0.03,46
Role-Playing,0.09,46
Misc,0.47,46
Role-Playing,0.09,46
Simulation,0.03,46
Misc,0.41,46
Sports,0.61,46
Sports,0.24,46
Sports,0.09,46
Fighting,0.05,46
Misc,0.43,46
Action,0.42,46
Fighting,0.28,46
Fighting,0.08,46
Adventure,0.08,46
Action,0.02,46
Action,0.52,46
Action,0.31,46
Strategy,0.09,46
Sports,0.04,46
Misc,0.08,46
Action,0.71,46
Misc,0.24,46
Action,0.03,46
Shooter,0.12,46
Platform,0.3,46
Platform,1.04,46
Action,0.14,46
Misc,0.05,46
Sports,0.25,46
Action,0.05,46
Racing,0.11,46
Action,0.09,46
Shooter,0.04,46
Role-Playing,0.07,46
Action,0.04,46
Puzzle,0.19,46
Racing,0.05,46
Action,0.1,46
Racing,0.77,46
Platform,0.05,46
Puzzle,0.09,46
Sports,0.53,46
Adventure,0.26,46
Action,0.45,46
Simulation,0.02,46
Racing,0.62,46
Misc,0.26,46
Action,0.22,46
Shooter,0.02,46
Action,0.21,46
Action,0.01,46
Action,0.17,46
Simulation,0.26,46
Action,0.3,46
Shooter,0.08,46
Shooter,0.03,46
Role-Playing,0.09,46
Misc,0.47,46
Role-Playing,0.09,46
Simulation,0.03,46
Misc,0.41,46
Sports,0.61,46
Sports,0.24,46
Sports,0.09,46
Fighting,0.05,46
Misc,0.43,46
Action,0.42,46
Fighting,0.28,46
Fighting,0.08,46
Adventure,0.08,46
Action,0.02,46
Action,0.52,46
Action,0.31,46
Strategy,0.09,46
Sports,0.04,46
Misc,0.08,46
Action,0.71,46
Misc,0.24,46
Action,0.03,46
Shooter,0.12,46
Platform,0.3,46
Platform,1.04,46
Action,0.14,46
Misc,0.05,46
Sports,0.25,46
Action,0.05,46
Racing,0.11,46
Action,0.09,46
Shooter,0.04,46
Role-Playing,0.07,46
Action,0.04,46
Puzzle,0.19,46
Racing,0.05,46
Action,0.1,46
Racing,0.77,46
Platform,0.05,46
Puzzle,0.09,46
Sports,0.53,46
Adventure,0.26,46
Action,0.45,46
Platform,0.46,45
Sports,0.11,45
Role-Playing,0.09,45
Simulation,0.09,45
Racing,0.27,45
Adventure,0.3,45
Shooter,1.16,45
Racing,0.36,45
Action,0.06,45
Sports,0.2,45
Action,0.12,45
Shooter,0.29,45
Platform,0.09,45
Action,0.14,45
Puzzle,0.03,45
Sports,0.09,45
Adventure,0.12,45
Racing,0.01,45
Action,0.11,45
Sports,0.34,45
Action,0.11,45
Puzzle,0.08,45
Sports,0.03,45
Role-Playing,0.77,45
Shooter,0.16,45
Action,0.57,45
Shooter,0.02,45
Action,0.32,45
Shooter,0.06,45
Racing,0.02,45
Fighting,0.06,45
Racing,0.03,45
Action,0.17,45
Platform,0.03,45
Shooter,0.05,45
Action,0.8,45
Action,0.11,45
Action,0.33,45
Role-Playing,0.43,45
Platform,0.6,45
Platform,0.42,45
Shooter,0.18,45
Shooter,0.13,45
Shooter,0.04,45
Strategy,0.02,45
Action,0.04,45
Role-Playing,0.09,45
Platform,0.46,45
Sports,0.11,45
Role-Playing,0.09,45
Simulation,0.09,45
Racing,0.27,45
Adventure,0.3,45
Shooter,1.16,45
Racing,0.36,45
Action,0.06,45
Sports,0.2,45
Action,0.12,45
Shooter,0.29,45
Platform,0.09,45
Action,0.14,45
Puzzle,0.03,45
Sports,0.09,45
Adventure,0.12,45
Racing,0.01,45
Action,0.11,45
Sports,0.34,45
Action,0.11,45
Puzzle,0.08,45
Sports,0.03,45
Role-Playing,0.77,45
Shooter,0.16,45
Action,0.57,45
Shooter,0.02,45
Action,0.32,45
Shooter,0.06,45
Racing,0.02,45
Fighting,0.06,45
Racing,0.03,45
Action,0.17,45
Platform,0.03,45
Shooter,0.05,45
Action,0.8,45
Action,0.11,45
Action,0.33,45
Role-Playing,0.43,45
Platform,0.6,45
Platform,0.42,45
Shooter,0.18,45
Shooter,0.13,45
Shooter,0.04,45
Strategy,0.02,45
Action,0.04,45
Role-Playing,0.09,45
Action,0.06,44
Misc,0.05,44
Role-Playing,0.06,44
Fighting,0.16,44
Action,0.13,44
Platform,0.11,44
Action,0.19,44
Action,0.59,44
Sports,0.59,44
Action,0.33,44
Shooter,0.06,44
Shooter,0.07,44
Action,0.63,44
Sports,0.14,44
Platform,0.05,44
Action,0.09,44
Role-Playing,0.03,44
Shooter,0.11,44
Sports,1.66,44
Action,0.03,44
Strategy,0.98,44
Racing,0.18,44
Racing,0.17,44
Action,0.5,44
Racing,0.02,44
Action,0.09,44
Racing,0.15,44
Role-Playing,0.09,44
